asset,loss,variant,n,block_length,block_is_1,block_exceeds_n_over_4,pw_pairs_min,pw_pairs_median,pw_pairs_max,rho1_pairs_min,rho1_pairs_median,rho1_pairs_max,rho1_pairs_max_pair,ar1_implied_block_at_max_rho1,block_below_ar1_implied,pw_series_min,pw_series_median,pw_series_max,rho1_series_min,rho1_series_median,rho1_series_max
BTC-USD,crps,headline,2791,111,False,False,0.10754109661122248,13.456287264836405,110.57180856063742,-0.10906337340510147,0.058605269315865231,0.1857031142239047,naive/patchtst,8.5246651844860946,False,83.035401557542613,84.489454011418943,104.572858245733,0.15355292776755841,0.17279069036761202,0.19749588326683623
BTC-USD,crps,drop_garch11_t,2791,111,False,False,0.10754109661122248,15.454389818173803,110.57180856063742,-0.10906337340510147,0.064350479049042369,0.1857031142239047,naive/patchtst,8.5246651844860946,False,83.035401557542613,84.490453322207969,104.572858245733,0.16576351436530831,0.1730646549777238,0.19749588326683623
BTC-USD,log_score,headline,2791,25,False,False,0.036153677252552634,1.3968975458715025,24.745553181330866,-0.023207625431276444,0.0085251782022410863,0.13871157913621746,patchtst/timesfm,6.944973760897315,False,2.6204417216347098,3.2482085315775433,20.378842553731904,0.035079597542273647,0.049705336543698915,0.10340370993354063
BTC-USD,log_score,drop_garch11_t,2791,25,False,False,0.13577645258345117,1.5096415588197556,24.745553181330866,-0.023207625431276444,0.010515230325044195,0.13871157913621746,patchtst/timesfm,6.944973760897315,False,2.6204417216347098,3.1666381735869678,20.378842553731904,0.035079597542273647,0.047703201081716301,0.10340370993354063
BTC-USD,pinball_0p01,headline,2791,23,False,False,0.10287288120586767,2.1193631604514582,22.236765138226165,-0.078060915995088007,-0.0067706901195572714,0.10581689929593691,autoarima/har,5.7667872506108724,False,1.1987808349418647,1.8264535967269595,12.599649586278851,0.010352722544207124,0.017110223635683749,0.027052325772606769
BTC-USD,pinball_0p01,drop_garch11_t,2791,23,False,False,0.10287288120586767,2.103603336904083,22.236765138226165,-0.078060915995088007,-0.0025186715308307506,0.10581689929593691,autoarima/har,5.7667872506108724,False,1.1987808349418647,1.90161364727536,12.599649586278851,0.010352722544207124,0.016266122294075216,0.027052325772606769
BTC-USD,pinball_0p025,headline,2791,12,False,False,0.097390126359981025,2.0340649440870182,11.675000927850054,-0.056081734191995851,-0.0034879629034876821,0.05928713744036361,autoets/har,3.8990921213914671,False,1.771932743228021,15.531146968098072,17.36424420476208,0.018916590313276173,0.031860752012144763,0.039654392027241074
BTC-USD,pinball_0p025,drop_garch11_t,2791,12,False,False,0.097390126359981025,1.874704067877182,11.675000927850054,-0.056081734191995851,-0.0033037303473006864,0.05928713744036361,autoets/har,3.8990921213914671,False,1.771932743228021,15.470345665192262,17.36424420476208,0.018916590313276173,0.031761901357083511,0.039654392027241074
BTC-USD,pinball_0p05,headline,2791,30,False,False,0.32623301631431739,2.5916479973100595,29.265779682270843,-0.052506859638795235,0.0035229434838499277,0.10216856878685954,garch11/naive,5.6305828190840002,False,2.366927720498968,19.181013320077959,21.449326308129123,0.029818010525201024,0.055141181528118421,0.064421529046540402
BTC-USD,pinball_0p05,drop_garch11_t,2791,30,False,False,0.50197463907235718,2.5465841198309587,29.265779682270843,-0.052506859638795235,0.0042780255044058742,0.10216856878685954,garch11/naive,5.6305828190840002,False,2.366927720498968,19.424652169858739,21.449326308129123,0.029818010525201024,0.05520116119884156,0.064421529046540402
BTC-USD,pinball_avg,headline,2791,17,False,False,0.15226911849487765,2.3872041727659425,16.327183658406891,-0.061834534213226593,-0.0027752174017793641,0.072248372553153348,autoets/har,4.4535294416440356,False,1.8593713751238743,15.879827806996886,17.756224099168669,0.020391728894759473,0.033813213393288293,0.043789570258459289
BTC-USD,pinball_avg,drop_garch11_t,2791,17,False,False,0.15226911849487765,2.3124403817311334,16.327183658406891,-0.061834534213226593,-0.0027752174017793641,0.072248372553153348,autoets/har,4.4535294416440356,False,1.8593713751238743,15.843338714658664,17.756224099168669,0.020391728894759473,0.033792257203989373,0.043789570258459289
BTC-USD,qlike,headline,2791,40,False,False,0.22466367968796294,4.4629259471564904,39.430379206388999,-0.051535525392885889,0.06739144261001706,0.41765343640475877,garch11/gjr,16.243514745083701,False,1.3993247744514985,3.3011560540696743,21.533898292596682,0.013127360421315723,0.05108483498193498,0.34888092751687239
BTC-USD,qlike,drop_garch11_t,2791,40,False,False,0.22466367968796294,3.8942226843365852,39.430379206388999,-0.051535525392885889,0.066091586382652001,0.41765343640475877,garch11/gjr,16.243514745083701,False,1.3993247744514985,2.9393125408058935,21.533898292596682,0.013127360421315723,0.04262317950627896,0.34888092751687239
BTC-USD,fz0_0p01,headline,2791,12,False,False,0.23712514681324148,2.18632263218755,11.701240930432874,-0.055522293038143752,-0.0018447979692309095,0.11644667448592819,autoets/har,6.1566045037522397,False,0.86719728081197101,2.0051817630885935,12.894167661118907,0.0063194005236814274,0.010415999354239742,0.044125824249843647
BTC-USD,fz0_0p01,drop_garch11_t,2791,12,False,False,0.32409436444260636,2.18632263218755,11.701240930432874,-0.055522293038143752,0.00050692487175715275,0.11644667448592819,autoets/har,6.1566045037522397,False,0.86719728081197101,2.0305716090196535,12.894167661118907,0.0063194005236814274,0.010345976352659577,0.044125824249843647
BTC-USD,fz0_0p025,headline,2791,10,False,False,0.015851980931500011,2.0064655936238323,9.3558735826210011,-0.048184443346618068,-0.0017532625850775602,0.096448792471165209,autoets/har,5.4142812175563559,False,1.1576746907702755,14.149609099538981,15.420980060060394,0.0098144600091154815,0.021354226820985409,0.049686823473771416
BTC-USD,fz0_0p025,drop_garch11_t,2791,10,False,False,0.015851980931500011,1.9579801855230163,9.3558735826210011,-0.048184443346618068,-0.00037177475433360497,0.096448792471165209,autoets/har,5.4142812175563559,False,1.1576746907702755,14.019359523829788,15.420980060060394,0.0098144600091154815,0.020482911708479767,0.049686823473771416
BTC-USD,fz0_0p05,headline,2791,13,False,False,0.041041163822949624,1.8075322822874023,12.544472450069684,-0.039179240153969473,-0.0013550640689375839,0.079929436793200193,autoets/har,4.7675711954126658,False,1.4470858260454238,17.687777343193009,18.789375056514441,0.013823887060543629,0.036850398684903508,0.06746703526677926
BTC-USD,fz0_0p05,drop_garch11_t,2791,13,False,False,0.041041163822949624,1.8075322822874023,12.544472450069684,-0.039179240153969473,-0.0013550640689375839,0.079929436793200193,autoets/har,4.7675711954126658,False,1.4470858260454238,17.465482204106145,18.789375056514441,0.013823887060543629,0.034152212523260853,0.06746703526677926
BTC-USD,fz0_avg,headline,2791,11,False,False,0.024182068747769091,2.2913549330080309,10.635798286048924,-0.051446284555290517,-0.0018759270910918796,0.11013619824496637,autoets/har,5.9263943497722762,False,1.0490613714154327,12.558246448916531,14.252081254489621,0.0084434206767547808,0.016513121702703869,0.049702599548736064
BTC-USD,fz0_avg,drop_garch11_t,2791,11,False,False,0.024182068747769091,2.2965827074162224,10.635798286048924,-0.051446284555290517,0.00037254757341935636,0.11013619824496637,autoets/har,5.9263943497722762,False,1.0490613714154327,12.601790356830303,14.252081254489621,0.0084434206767547808,0.016482055771580427,0.049702599548736064
BTC-USD,qlike_ex_near_zero,headline,2791,40,False,False,0.22466367968796294,4.4629259471564904,39.430379206388999,-0.051535525392885889,0.06739144261001706,0.41765343640475877,garch11/gjr,16.243514745083701,False,1.3993247744514985,3.3011560540696743,21.533898292596682,0.013127360421315723,0.05108483498193498,0.34888092751687239
BTC-USD,qlike_ex_near_zero,drop_garch11_t,2791,40,False,False,0.22466367968796294,3.8942226843365852,39.430379206388999,-0.051535525392885889,0.066091586382652001,0.41765343640475877,garch11/gjr,16.243514745083701,False,1.3993247744514985,2.9393125408058935,21.533898292596682,0.013127360421315723,0.04262317950627896,0.34888092751687239
CAC,crps,headline,5038,161,False,False,0.60829818623278098,15.904076245178624,160.87400472140806,-0.20502676735326594,-0.04040281188815037,0.12311812729872328,har/patchtst,7.7882542201959524,False,154.05896004209768,157.69305375765683,158.61524504877701,0.23169914644632697,0.24402266180230806,0.26808605903590632
