asset,model,cost_bps,periods_per_year,n_periods,n_flat,annual_return,annual_vol,sharpe,gross_sharpe,max_drawdown,avg_leverage,annual_turnover,annual_cost_drag,ruined,sharpe_diff_vs_baseline,block_length,n_boot,n_boot_finite,ci_low,ci_high,seed,ci_excludes_zero
BTC-USD,autoarima,0,365,2791,0,0.10461729420282251,0.10395199274484192,1.009158407792712,1.009158407792712,0.19953302420722463,0.19611687549932674,12.760965853901656,0,False,0.085866953849768501,12,10000,10000,-0.13939731248974394,0.26309372359734123,1058368984,False
BTC-USD,autoets,0,365,2791,0,0.10252705290040787,0.10383158663112337,0.9919388636841947,0.9919388636841947,0.19415775153189008,0.19313911560841959,7.1851937654133504,0,False,0.068647409741251164,4,10000,10000,-0.17212910473529899,0.27440443504227696,373754596,False
BTC-USD,chronos,0,365,2791,0,0.11968503896848581,0.11057795558038692,1.07771108203718,1.07771108203718,0.18866607395946755,0.21117765015089002,11.199520490580737,0,False,0.15441962809423648,4,10000,10000,-0.033027217165890528,0.3203046679297713,2125415432,False
BTC-USD,ewma,0,365,2791,0,0.10477800424151029,0.11045179637223729,0.95746060573524139,0.95746060573524139,0.19976986170370992,0.19864331925217921,2.6008111493953843,0,False,0.034169151792297847,12,10000,10000,-0.13616134089253359,0.17679468355936981,2098214342,False
BTC-USD,garch11,0,365,2791,0,0.090046409376757897,0.098667854399263261,0.92329145394294354,0.92329145394294354,0.17489543949958763,0.17705775425671871,3.4227998540400559,0,False,0,0,0,0,0,0,0,False
BTC-USD,garch11_t,0,365,2791,0,0.084562439330487127,0.095366380375739329,0.89893132610024895,0.89893132610024895,0.17686241762583588,0.16698573087973581,2.5240798801699258,0,False,-0.02436012784269459,3,10000,10000,-0.14488097007060852,0.083611707371036209,56083513,False
BTC-USD,gjr,0,365,2791,0,0.10494255230335359,0.10115359636786708,1.0372185842898782,1.0372185842898782,0.17102010545545576,0.18016020340421229,3.4979346346577764,0,False,0.11392713034693469,46,10000,10000,0.013259938224226405,0.18310600066810495,745780364,True
BTC-USD,har,0,365,2791,0,0.099798644278759063,0.10286038790100036,0.97626805827755891,0.97626805827755891,0.18937412849785962,0.1919235592215158,10.745590424266478,0,False,0.052976604334615374,3,10000,10000,-0.12308305049854359,0.21113008488343299,408523017,False
BTC-USD,lgbm,0,365,2791,0,0.095645185294604307,0.1027205507017975,0.94059060573702136,0.94059060573702136,0.17682964705621496,0.19249475801215798,11.409706834121714,0,False,0.017299151794077816,4,10000,10000,-0.21664054818199022,0.23089299229019628,1207216748,False
BTC-USD,moirai,0,365,2791,0,0.11277740684853566,0.11076457849921693,1.0201358685539135,1.0201358685539135,0.20641584943512514,0.21570403248943473,14.57098325372406,0,False,0.096844414610969931,2,10000,10000,-0.073554860721092338,0.26376051507658782,111875991,False
BTC-USD,naive,0,365,2791,0,0.08734746579143926,0.095441032246972785,0.92525935741776655,0.92525935741776655,0.15682809681889409,0.16478218846652298,0.11448831341144973,0,False,0.0019679034748230073,28,10000,10000,-0.1341529717582752,0.12121950465541453,1528557106,False
BTC-USD,patchtst,0,365,2791,0,0.12056526539815904,0.11590666909019033,1.0401355366320897,1.0401355366320897,0.19381140823346876,0.19831024663538901,0.99941529856086331,0,False,0.11684408268914614,40,10000,10000,-0.15905567280030239,0.39309938025541619,8557381,False
BTC-USD,timesfm,0,365,2791,0,0.11098892123518822,0.10854743875342307,1.0240015626976522,1.0240015626976522,0.20030988156189355,0.21014376160078133,12.126343254238352,0,False,0.10071010875470865,4,10000,10000,-0.062006253987589736,0.25070596897393149,51397607,False
BTC-USD,autoarima,1,365,2791,0,0.10320924110549234,0.10394944341726194,0.99690702992898872,1.009158407792712,0.20023371048763794,0.19611687549932674,12.760965853901656,0.0012760965853901656,False,0.077077506680114261,12,10000,10000,-0.15270935373403263,0.25765915536690637,1842042399,False
BTC-USD,autoets,1,365,2791,0,0.10173564267709145,0.10382897371001028,0.9850436060989558,0.9919388636841947,0.19465958222707391,0.19313911560841959,7.1851937654133504,0.00071851937654133504,False,0.065214082850081345,4,10000,10000,-0.17816107116995639,0.26659334534738105,398706024,False
BTC-USD,chronos,1,365,2791,0,0.11843252932126003,0.11057458561470888,1.067615451169609,1.07771108203718,0.18920368456980496,0.21117765015089002,11.199520490580737,0.0011199520490580738,False,0.14778592792073453,4,10000,10000,-0.035893298092010452,0.31373280359342265,2009314242,False
BTC-USD,ewma,1,365,2791,0,0.10449080028504643,0.11045163766483385,0.95510727567741405,0.95746060573524139,0.19994963510278652,0.19864331925217921,2.6008111493953843,0.00026008111493953842,False,0.035277752428539588,12,10000,10000,-0.13318999153573327,0.17791773975022232,1758757512,False
BTC-USD,garch11,1,365,2791,0,0.089673536053693104,0.09866709478922292,0.91982952324887446,0.92329145394294354,0.174956565415746,0.17705775425671871,3.4227998540400559,0.00034227998540400559,False,0,0,0,0,0,0,0,False
BTC-USD,garch11_t,1,365,2791,0,0.084288814026663772,0.095366039515627513,0.89628781086709974,0.89893132610024895,0.17695265607363253,0.16698573087973581,2.5240798801699258,0.00025240798801699261,False,-0.023541712381774715,3,10000,10000,-0.13972509143736347,0.083934767388715414,235028103,False
BTC-USD,gjr,1,365,2791,0,0.10455625391991141,0.10115327562117857,1.033763819460034,1.0372185842898782,0.17110446302939242,0.18016020340421229,3.4979346346577764,0.00034979346346577768,False,0.11393429621115958,46,10000,10000,0.014622634510975879,0.18293121413275634,998432188,True
BTC-USD,har,1,365,2791,0,0.098618094623228902,0.10285747676034965,0.96584862137757332,0.97626805827755891,0.19000679035934054,0.1919235592215158,10.745590424266478,0.0010745590424266478,False,0.046019098128698865,3,10000,10000,-0.13137092691132946,0.20471854975741877,1793161531,False
BTC-USD,lgbm,1,365,2791,0,0.094396310728264154,0.1027185856085932,0.92950086644149188,0.94059060573702136,0.17739361222485883,0.19249475801215798,11.409706834121714,0.0011409706834121715,False,0.0096713431926174209,4,10000,10000,-0.22541351260775702,0.22196496232965554,1854890366,False
BTC-USD,moirai,1,365,2791,0,0.1111578261051831,0.11076283362580501,1.0069968193821004,1.0201358685539135,0.20709676067806215,0.21570403248943473,14.57098325372406,0.0014570983253724061,False,0.087167296133225936,2,10000,10000,-0.082780254871961736,0.25765408971453779,1516519040,False
BTC-USD,naive,1,365,2791,0,0.087335027422279277,0.095440955546727491,0.92514014377770692,0.92525935741776655,0.15683460781735792,0.16478218846652298,0.11448831341144973,1.1448831341144974e-05,False,0.0053106205288324659,28,10000,10000,-0.12874370429229079,0.12616586727558673,386795232,False
BTC-USD,patchtst,1,365,2791,0,0.12045318952900441,0.11590762064740621,1.0392647459302558,1.0401355366320897,0.19387836305362327,0.19831024663538901,0.99941529856086331,9.9941529856086331e-05,False,0.11943522268138129,40,10000,10000,-0.16034138213778112,0.40469648619243664,324673011,False
BTC-USD,timesfm,1,365,2791,0,0.10964328671021328,0.10854406690290912,1.0128615568020749,1.0240015626976522,0.20090315077734833,0.21014376160078133,12.126343254238352,0.0012126343254238354,False,0.093032033553200444,4,10000,10000,-0.070254374893254021,0.24319257829899571,1360727658,False
BTC-USD,autoarima,5,365,2791,0,0.097594847994392886,0.1039397490294936,0.94789092217604531,1.009158407792712,0.20303035915777512,0.19611687549932674,12.760965853901656,0.0063804829269508301,False,0.041910400237418877,12,10000,10000,-0.18656464795376307,0.21854715780547679,900538142,False
BTC-USD,autoets,5,365,2791,0,0.098575640116355334,0.10381872279754242,0.95745725333706255,0.9919388636841947,0.19666379729422778,0.19313911560841959,7.1851937654133504,0.0035925968827066755,False,0.051476731398436115,4,10000,10000,-0.18988691688691489,0.24991234902912118,1446236705,False
BTC-USD,chronos,5,365,2791,0,0.11343639274546935,0.11056155269444329,1.0272226207475799,1.07771108203718,0.19135058839026009,0.21117765015089002,11.199520490580737,0.0055997602452903684,False,0.12124209880895342,4,10000,10000,-0.055306549805026119,0.28641445228833046,1344155276,False
BTC-USD,ewma,5,365,2791,0,0.10334272265859945,0.11045105369267968,0.94569345236887425,0.95746060573524139,0.20066832887811148,0.19864331925217921,2.6008111493953843,0.0013004055746976923,False,0.039712930430247817,12,10000,10000,-0.13030889358994321,0.18145438379859316,864043735,False
BTC-USD,garch11,5,365,2791,0,0.088183305624600861,0.098664137532927895,0.90598052193862644,0.92329145394294354,0.17520102425707373,0.17705775425671871,3.4227998540400559,0.001711399927020028,False,0,0,0,0,0,0,0,False
BTC-USD,garch11_t,5,365,2791,0,0.08319499418650711,0.095364742910729175,0.88571294021656888,0.89893132610024895,0.17731351215981472,0.16698573087973581,2.5240798801699258,0.0012620399400849632,False,-0.020267581722057559,3,10000,10000,-0.13680635483541953,0.085842851903588369,527030021,False
BTC-USD,gjr,5,365,2791,0,0.10301239813658736,0.10115207001044935,1.0199437608397162,1.0372185842898782,0.17144180869810333,0.18016020340421229,3.4979346346577764,0.0017489673173288886,False,0.11396323890108973,46,10000,10000,0.013854566760588157,0.18442672311610112,1218340447,True
BTC-USD,har,5,365,2791,0,0.09390847900719268,0.1028461976005355,0.92416169168278528,0.97626805827755891,0.19253252781054486,0.1919235592215158,10.745590424266478,0.0053727952121332386,False,0.018181169744158843,3,10000,10000,-0.15641463102377523,0.17547604376855672,481920213,False
BTC-USD,lgbm,5,365,2791,0,0.08941494171618336,0.10271118163478488,0.88513373268791229,0.94059060573702136,0.17964562892184699,0.19249475801215798,11.409706834121714,0.0057048534170608565,False,-0.020846789250714148,4,10000,10000,-0.25377080402921687,0.19700465689548738,468885184,False
BTC-USD,moirai,5,365,2791,0,0.10470285471610263,0.11075685146030979,0.95442788840314974,1.0201358685539135,0.20981459594474738,0.21570403248943473,14.57098325372406,0.0072854916268620309,False,0.0484473664645233,2,10000,10000,-0.12891707982117956,0.21233926072179493,1201369789,False
BTC-USD,naive,5,365,2791,0,0.087285275175889687,0.09544065055858425,0.92466326973793989,0.92525935741776655,0.1568606513141122,0.16478218846652298,0.11448831341144973,5.7244156705724869e-05,False,0.018682747799313448,28,10000,10000,-0.11843622127233877,0.13633971942117681,246520554,False
BTC-USD,patchtst,5,365,2791,0,0.12000498603909837,0.11591151744071619,1.0357809168143088,1.0401355366320897,0.19414613102133016,0.19831024663538901,0.99941529856086331,0.00049970764928043167,False,0.1298003948756824,40,10000,10000,-0.14930393950245818,0.41840415758145283,413854407,False
BTC-USD,timesfm,5,365,2791,0,0.10427690903978015,0.10853119518749733,0.96828911818083385,1.0240015626976522,0.20327185291139693,0.21014376160078133,12.126343254238352,0.0060631716271191769,False,0.062308596242207415,4,10000,10000,-0.10118201425364824,0.20800926536030531,309721307,False
BTC-USD,autoarima,10,365,2791,0,0.09061678195698053,0.10392876287892937,0.88659827249847667,1.009158407792712,0.20651249253991943,0.19611687549932674,12.760965853901656,0.01276096585390166,False,-0.0020681848694341642,12,10000,10000,-0.22634987363236006,0.17339868384400622,129089131,False
