asset,loss,variant,n,block_length,block_is_1,block_exceeds_n_over_4,pw_pairs_min,pw_pairs_median,pw_pairs_max,rho1_pairs_min,rho1_pairs_median,rho1_pairs_max,rho1_pairs_max_pair,ar1_implied_block_at_max_rho1,block_below_ar1_implied,pw_series_min,pw_series_median,pw_series_max,rho1_series_min,rho1_series_median,rho1_series_max
BTC-USD,crps,covid,90,29,False,True,0.055937878320627056,2.1177184907093549,29,-0.45384946062676174,-0.027908257039793528,0.52835586048672301,garch11/gjr,6.6199745509957362,False,1.5621361618812664,1.6606159599622057,2.0717084607718155,0.10099008896282315,0.11287852672566663,0.17262253432019084
BTC-USD,log_score,covid,90,27,False,True,0.016688372630103119,0.7421178529279866,26.682325981995024,-0.34808750037174024,-0.010814286366435008,0.45568970511421314,patchtst/timesfm,5.6316262595423439,False,0.023472569107131212,0.23507150716026931,1.2175753203211812,-0.0063251696025796262,-0.00089566724417962482,0.065375301191427662
BTC-USD,pinball_0p01,covid,90,29,False,True,0.030790719824900607,2.2033944983650207,29,-0.13055381184083997,0.0020755616209250731,0.36938981009144867,gjr/lgbm,4.6230558833196014,False,0.038449444199566536,0.27993968390614138,0.39126137525505156,-0.010314561536944855,-0.0062935919511909605,0.00032465352186826615
BTC-USD,pinball_0p025,covid,90,26,False,True,0.25067594486340139,3.2877070762453213,25.669211926250977,-0.27914734789071888,0.1122953840253348,0.71192556824194975,gjr/lgbm,10.401466759191512,False,0.040047326134219463,0.20934696323924085,0.50878012281561735,-0.0075444831655811749,0.0025542756515914119,0.01612053528392204
BTC-USD,pinball_0p05,covid,90,15,False,False,0.35804883448848612,6.8097702967891998,14.60667055380438,-0.3013325528368147,0.21083341438192449,0.74280058418660089,garch11/naive,11.403398323022374,False,0.1371731783813544,0.46543481706948597,0.90203085425266827,-0.002176767669696311,0.014048352267959875,0.039801485416965418
BTC-USD,pinball_avg,covid,90,21,False,False,0.091307087499176667,2.9720935864250739,20.992657742989689,-0.3184495963705376,0.10747369541596191,0.70417963199283473,gjr/lgbm,10.175550886181888,False,0.079795364633425334,0.21862227730583969,0.55601609573337096,-0.0067736089890923909,0.0042793326790401525,0.018501819788200622
BTC-USD,qlike,covid,90,29,False,True,0.16911003934960056,2.4974729857757314,29,-0.47473365914363386,0.079030137213725288,0.478222148060232,chronos/garch11_t,5.9210784268955612,False,0.19667777940884676,1.8118449056579411,3.5768664158647487,-0.011475167253940528,0.13283214114839939,0.47693840177464936
BTC-USD,fz0_0p01,covid,90,29,False,True,0.11500718599997964,0.57255101408138287,29,-0.057124890765879274,-0.016765751298916699,0.054692351245127765,garch11/naive,1.1756634152541061,False,0.32444542999256615,0.43164313081908195,0.4749972495596817,-0.013701640320290977,-0.011912905354258801,-0.0078282074719860841
BTC-USD,fz0_0p025,covid,90,29,False,True,0.11664906498966469,0.7487667305854957,29,-0.11453504291090177,-0.018988870016631867,0.22309851468372532,garch11/naive,3.0991608142430884,False,0.25036040906684737,0.36854936935714061,0.51711127058572171,-0.015505921963369616,-0.0094463308594375101,-0.0053332788160642833
BTC-USD,fz0_0p05,covid,90,29,False,True,0.013807506398637965,0.91716996249979332,29,-0.2033659654873585,-0.024058701571248835,0.39424160123850205,garch11/naive,4.9002085729656129,False,0.036368329117684284,0.34364228405950226,0.59082080258869729,-0.018807690145223585,-0.0085211429457227456,0.00029863964496940423
BTC-USD,fz0_avg,covid,90,29,False,True,0.015044040007413014,0.6566271332197271,29,-0.084565159696773723,-0.018689817513434431,0.14741996333690635,garch11/naive,2.3060235872386601,False,0.29458553272934279,0.39771393832186064,0.50045188215826519,-0.014784652967303521,-0.010565353737708226,-0.0067871064222861377
BTC-USD,qlike_ex_near_zero,covid,90,29,False,True,0.16911003934960056,2.4974729857757314,29,-0.47473365914363386,0.079030137213725288,0.478222148060232,chronos/garch11_t,5.9210784268955612,False,0.19667777940884676,1.8118449056579411,3.5768664158647487,-0.011475167253940528,0.13283214114839939,0.47693840177464936
BTC-USD,crps,tightening_2022,304,36,False,False,0.037148237041814781,2.9612635754276688,35.762080579030133,-0.091249344463505189,0.085674412801396913,0.34075333134126856,autoets/patchtst,6.471979493087157,False,1.1309485012665781,1.454923055722811,1.609172343849266,0.029842020250077358,0.044770416331779174,0.052847812309026201
BTC-USD,log_score,tightening_2022,304,11,False,False,0.047365510982838338,1.0880715137395751,10.564711693122673,-0.055913755529709626,-0.0058422280869646357,0.16664730525082369,moirai/patchtst,3.7701751276818358,False,0.31730183086766844,1.0990912031619111,1.5220981135808043,-0.0041502716652374568,0.028518617393098696,0.048208949899282851
BTC-USD,pinball_0p01,tightening_2022,304,11,False,False,0.016149701267228058,0.76672297760301711,10.475142314721444,-0.04384631269498223,-0.013112100187535114,0.15051696577512758,moirai/timesfm,3.510482049905709,False,0.59966843436499673,0.96216478974200992,1.0613056817761206,-0.024353565753748037,-0.021163104432744721,-0.010641707413601867
BTC-USD,pinball_0p025,tightening_2022,304,12,False,False,0.025375081140444962,1.261762407034783,11.278424965672437,-0.13823916937878822,-0.026955792697534849,0.19410132485254164,har/timesfm,4.2022272027079426,False,0.45378885375987754,1.1244681485268235,1.3476874068521669,-0.034132181403050015,-0.02644299144195408,0.026280732463459543
BTC-USD,pinball_0p05,tightening_2022,304,32,False,False,0.097658543626050975,1.8288027557120898,31.316831951244421,-0.10547666507769121,-0.028060355104233985,0.22936582110912154,patchtst/timesfm,4.7461465609521065,False,0.25446507204194513,0.78149296753734343,1.6858355044401072,-0.04648686340995456,-0.008002608836280671,0.039641149666445379
BTC-USD,pinball_avg,tightening_2022,304,12,False,False,0.26392096417670147,1.4708514797654997,11.447568130111579,-0.10107182483311339,-0.028878029158000869,0.18855113939873355,har/timesfm,4.11568094820736,False,0.49737026573204729,0.89677507157646119,1.4309567078389813,-0.037105583321928835,-0.018663841560120287,0.023019564050281719
BTC-USD,qlike,tightening_2022,304,12,False,False,0.45353956476336288,4.2948002880022669,11.82143985722481,-0.01732837080874524,0.32708222008536825,0.70151025152637048,garch11/garch11_t,15.153802842757322,True,0.61993595492978038,1.8701994347424789,7.1600423091481966,-0.049127837747496385,0.068033606068778327,0.50630128560943854
